Player,Pos,Squad,Comp,Age,MP,Starts,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Ast_stats_passing,xAG_stats_passing,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,FK_stats_passing_types,Cmp_stats_passing_types,Blocks,PassLive,PassDead,Tkl,TklW,Tkl%,Blocks_stats_defense,Pass,Int,Tkl+Int,Clr,Tkld,Tkld%,Int_stats_misc,TklW_stats_misc
Dimitris Giannoulis,DF,Augsburg,de Bundesliga,28.0,31,31,999,gr GRE,DF,de Bundesliga,28.0,1995.0,29.4,4,4.2,104,999,gr GRE,DF,de Bundesliga,28.0,1995.0,29.4,1440,7,1076,54,66,4,47,32,59.1,49,38,47,94,75,48,58.5,47,32
Samuel Gigot,DF,Lazio,it Serie A,30.0,15,7,1001,fr FRA,DF,it Serie A,30.0,1993.0,7.6,0,0.0,12,1001,fr FRA,DF,it Serie A,30.0,1993.0,7.6,312,12,287,2,6,0,4,3,0.0,8,2,13,17,36,1,50.0,13,3
Mario Gila,DF,Lazio,it Serie A,23.0,32,31,1004,es ESP,DF,it Serie A,23.0,2000.0,30.5,0,0.6,157,1004,es ESP,DF,it Serie A,23.0,2000.0,30.5,2049,55,1877,11,34,1,55,37,66.1,20,7,28,83,115,8,53.3,28,37
Benedikt Gimber,DF,Heidenheim,de Bundesliga,27.0,32,32,1007,de GER,DF,de Bundesliga,27.0,1997.0,29.7,0,0.3,46,1007,de GER,DF,de Bundesliga,27.0,1997.0,29.7,1282,44,1058,16,12,0,72,46,60.3,53,34,31,103,131,4,25.0,31,46
Matthias Ginter,DF,Freiburg,de Bundesliga,30.0,32,28,1010,de GER,DF,de Bundesliga,30.0,1994.0,28.5,1,0.7,113,1010,de GER,DF,de Bundesliga,30.0,1994.0,28.5,1521,46,1256,10,20,2,30,17,53.6,35,12,19,49,146,2,33.3,19,17
Ben Godfrey,DF,Ipswich Town,eng Premier League,26.0,3,2,1013,eng ENG,DF,eng Premier League,26.0,1998.0,1.8,0,0.0,4,1013,eng ENG,DF,eng Premier League,26.0,1998.0,1.8,57,1,47,3,1,0,1,0,100.0,1,0,2,3,3,0,,2,0
Ben Godfrey,DF,Atalanta,it Serie A,26.0,1,0,1014,eng ENG,DF,it Serie A,26.0,1998.0,0.3,0,0.0,1,1014,eng ENG,DF,it Serie A,26.0,1998.0,0.3,10,1,8,1,0,0,0,0,0.0,1,0,0,0,0,0,,0,0
Martial Godo,"FW,DF",Fulham,eng Premier League,21.0,2,0,1015,eng ENG,"FW,DF",eng Premier League,21.0,2003.0,0.3,0,0.1,3,1015,eng ENG,"FW,DF",eng Premier League,21.0,2003.0,0.3,17,0,12,2,1,0,0,0,,1,1,1,1,0,3,75.0,1,0
Saba Goglichidze,DF,Empoli,it Serie A,20.0,33,29,1016,ge GEO,DF,it Serie A,20.0,2004.0,28.2,1,0.3,45,1016,ge GEO,DF,it Serie A,20.0,2004.0,28.2,929,61,724,13,11,0,64,37,49.0,36,19,33,97,97,4,40.0,33,37
Edoardo Goldaniga,DF,Como,it Serie A,30.0,32,28,1017,it ITA,DF,it Serie A,30.0,1993.0,28.1,0,0.3,81,1017,it ITA,DF,it Serie A,30.0,1993.0,28.1,1517,63,1310,10,18,2,34,21,72.2,21,11,33,67,102,4,57.1,33,21
Rodrigo Gomes,"DF,FW",Wolves,eng Premier League,21.0,25,7,1024,pt POR,"DF,FW",eng Premier League,21.0,2003.0,9.0,0,0.9,27,1024,pt POR,"DF,FW",eng Premier League,21.0,2003.0,9.0,309,1,212,10,18,1,23,15,57.1,8,7,7,30,20,7,46.7,7,15
Toti Gomes,DF,Wolves,eng Premier League,25.0,31,30,1025,pt POR,DF,eng Premier League,25.0,1999.0,29.0,1,0.9,86,1025,pt POR,DF,eng Premier League,25.0,1999.0,29.0,1714,46,1473,21,20,0,61,43,80.4,29,12,25,86,152,10,31.3,25,43
Carlos Gómez,"MF,DF",Rennes,fr Ligue 1,21.0,17,2,1026,co COL,"MF,DF",fr Ligue 1,21.0,2002.0,4.2,0,0.2,9,1026,co COL,"MF,DF",fr Ligue 1,21.0,2002.0,4.2,115,0,84,2,10,0,8,6,33.3,6,6,2,10,2,14,63.6,2,6
Joe Gomez,DF,Liverpool,eng Premier League,27.0,9,6,1029,eng ENG,DF,eng Premier League,27.0,1997.0,5.8,0,0.1,35,1029,eng ENG,DF,eng Premier League,27.0,1997.0,5.8,425,12,377,2,5,0,13,10,68.8,9,3,7,20,20,0,,7,10
Sergi Gómez,DF,Espanyol,es La Liga,32.0,12,6,1031,es ESP,DF,es La Liga,32.0,1992.0,7.4,0,0.0,8,1031,es ESP,DF,es La Liga,32.0,1992.0,7.4,350,11,311,1,4,0,8,5,66.7,12,4,7,15,38,0,,7,5
Sergio Gómez,"MF,DF",Real Sociedad,es La Liga,23.0,37,31,1032,es ESP,"MF,DF",es La Liga,23.0,2000.0,30.4,5,8.9,93,1032,es ESP,"MF,DF",es La Liga,23.0,2000.0,30.4,1439,58,1076,47,51,44,71,39,53.6,44,41,19,90,30,25,49.0,19,39
Leon Goretzka,"MF,DF",Bayern Munich,de Bundesliga,29.0,26,13,1042,de GER,"MF,DF",de Bundesliga,29.0,1995.0,14.7,1,1.7,127,1042,de GER,"MF,DF",de Bundesliga,29.0,1995.0,14.7,1225,18,1101,12,21,0,21,11,50.0,27,20,20,41,25,1,12.5,20,11
Andoni Gorosabel,DF,Athletic Club,es La Liga,27.0,20,17,1044,es ESP,DF,es La Liga,27.0,1996.0,16.5,2,1.8,51,1044,es ESP,DF,es La Liga,27.0,1996.0,16.5,884,14,736,21,29,2,47,28,66.7,18,16,18,65,62,7,50.0,18,28
Robin Gosens,DF,Fiorentina,it Serie A,30.0,31,28,1045,de GER,DF,it Serie A,30.0,1994.0,27.0,5,2.4,102,1045,de GER,DF,it Serie A,30.0,1994.0,27.0,1334,24,1020,29,51,6,56,31,56.8,34,23,18,74,91,5,50.0,18,31
Robin Gosens,DF,Union Berlin,de Bundesliga,30.0,1,1,1046,de GER,DF,de Bundesliga,30.0,1994.0,1.0,0,0.1,4,1046,de GER,DF,de Bundesliga,30.0,1994.0,1.0,42,0,23,0,3,0,0,0,0.0,1,1,1,1,2,0,,1,0
Jeffrey Gouweleeuw,DF,Augsburg,de Bundesliga,33.0,33,33,1051,nl NED,DF,de Bundesliga,33.0,1991.0,32.7,4,2.2,142,1051,nl NED,DF,de Bundesliga,33.0,1991.0,32.7,1694,89,1400,10,29,4,50,28,67.5,34,19,35,85,183,5,41.7,35,28
Jonathan Gradit,DF,Lens,fr Ligue 1,31.0,25,24,1053,fr FRA,DF,fr Ligue 1,31.0,1992.0,23.5,0,0.7,127,1053,fr FRA,DF,fr Ligue 1,31.0,1992.0,23.5,1332,37,1133,11,23,0,44,23,57.5,27,15,25,69,122,5,55.6,25,23
Archie Gray,"DF,MF",Tottenham,eng Premier League,18.0,28,19,1058,eng ENG,"DF,MF",eng Premier League,18.0,2006.0,19.5,0,0.1,40,1058,eng ENG,"DF,MF",eng Premier League,18.0,2006.0,19.5,1145,30,1001,18,5,1,16,8,41.2,22,11,19,35,50,5,38.5,19,8
Jacob Greaves,DF,Ipswich Town,eng Premier League,23.0,25,25,1060,eng ENG,DF,eng Premier League,23.0,2000.0,24.5,0,0.3,69,1060,eng ENG,DF,eng Premier League,23.0,2000.0,24.5,1121,30,962,4,16,1,40,21,62.9,41,15,21,61,148,1,16.7,21,21
Álex Grimaldo,DF,Leverkusen,de Bundesliga,28.0,32,31,1068,es ESP,DF,de Bundesliga,28.0,1995.0,29.3,7,8.1,160,1068,es ESP,DF,de Bundesliga,28.0,1995.0,29.3,2094,35,1700,59,72,41,24,14,38.1,22,19,16,40,43,25,50.0,16,14
Pascal Groß,"MF,DF",Dortmund,de Bundesliga,33.0,30,28,1069,de GER,"MF,DF",de Bundesliga,33.0,1991.0,25.9,9,5.1,178,1069,de GER,"MF,DF",de Bundesliga,33.0,1991.0,25.9,1970,68,1589,33,58,29,44,28,29.4,46,33,9,53,30,6,66.7,9,28
Nemanja Gudelj,"MF,DF",Sevilla,es La Liga,32.0,31,27,1076,rs SRB,"MF,DF",es La Liga,32.0,1991.0,27.7,1,0.6,64,1076,rs SRB,"MF,DF",es La Liga,32.0,1991.0,27.7,1371,62,1192,6,19,11,42,24,60.0,27,17,27,69,94,2,22.2,27,24
Gabriel Gudmundsson,DF,Lille,fr Ligue 1,25.0,30,20,1077,se SWE,DF,fr Ligue 1,25.0,1999.0,19.8,0,1.4,91,1077,se SWE,DF,fr Ligue 1,25.0,1999.0,19.8,1055,20,866,25,23,2,36,25,63.9,19,12,17,53,41,25,49.0,17,25
Marc Guéhi,DF,Crystal Palace,eng Premier League,24.0,34,34,1080,eng ENG,DF,eng Premier League,24.0,2000.0,34.0,2,1.8,134,1080,eng ENG,DF,eng Premier League,24.0,2000.0,34.0,1765,76,1473,9,36,0,61,34,66.0,55,32,28,89,163,2,13.3,28,34
Raphaël Guerreiro,"DF,MF",Bayern Munich,de Bundesliga,30.0,23,19,1083,pt POR,"DF,MF",de Bundesliga,30.0,1993.0,17.5,4,2.9,85,1083,pt POR,"DF,MF",de Bundesliga,30.0,1993.0,17.5,1359,16,1206,26,49,3,19,12,75.0,9,9,10,29,19,9,45.0,10,12
Frederic Guilbert,DF,Lecce,it Serie A,29.0,31,31,1088,fr FRA,DF,it Serie A,29.0,1994.0,27.1,1,1.8,88,1088,fr FRA,DF,it Serie A,29.0,1994.0,27.1,1278,40,981,27,31,10,65,36,65.5,28,20,47,112,113,13,35.1,47,36
Robert Gumny,DF,Augsburg,de Bundesliga,26.0,7,2,1099,pl POL,DF,de Bundesliga,26.0,1998.0,3.0,0,0.5,10,1099,pl POL,DF,de Bundesliga,26.0,1998.0,3.0,138,1,105,6,5,2,3,3,33.3,2,2,1,4,6,4,50.0,1,3
Christian Günter,DF,Freiburg,de Bundesliga,31.0,29,27,1101,de GER,DF,de Bundesliga,31.0,1993.0,25.7,2,2.5,52,1101,de GER,DF,de Bundesliga,31.0,1993.0,25.7,1143,25,851,33,40,8,23,21,55.2,24,14,8,31,50,6,66.7,8,21
Malo Gusto,DF,Chelsea,eng Premier League,21.0,32,19,1104,fr FRA,DF,eng Premier League,21.0,2003.0,20.7,1,1.4,119,1104,fr FRA,DF,eng Premier League,21.0,2003.0,20.7,1385,37,1198,26,57,0,45,29,52.1,29,21,24,69,49,11,68.8,24,29
Miguel Gutiérrez,"DF,MF",Girona,es La Liga,23.0,29,29,1105,es ESP,"DF,MF",es La Liga,23.0,2001.0,27.3,5,4.1,103,1105,es ESP,"DF,MF",es La Liga,23.0,2001.0,27.3,1502,40,1241,41,55,13,37,24,45.9,17,10,16,53,34,24,43.6,16,24
Joško Gvardiol,DF,Manchester City,eng Premier League,22.0,37,36,1107,hr CRO,DF,eng Premier League,22.0,2002.0,36.4,0,2.1,264,1107,hr CRO,DF,eng Premier League,22.0,2002.0,36.4,2721,41,2454,33,69,1,58,39,52.5,42,22,44,102,122,14,32.6,44,39
Emmanuel Gyasi,"DF,FW",Empoli,it Serie A,30.0,37,37,1108,gh GHA,"DF,FW",it Serie A,30.0,1994.0,35.7,1,0.7,53,1108,gh GHA,"DF,FW",it Serie A,30.0,1994.0,35.7,1084,2,836,35,33,4,52,29,63.2,27,18,11,63,77,13,37.1,11,29
Janik Haberer,"MF,DF",Union Berlin,de Bundesliga,30.0,28,21,1112,de GER,"MF,DF",de Bundesliga,30.0,1994.0,18.8,0,0.8,59,1112,de GER,"MF,DF",de Bundesliga,30.0,1994.0,18.8,740,3,570,23,27,1,39,29,59.1,16,16,17,56,37,3,50.0,17,29
Massadio Haïdara,DF,Brest,fr Ligue 1,31.0,22,20,1117,ml MLI,DF,fr Ligue 1,31.0,1992.0,18.6,0,0.5,77,1117,ml MLI,DF,fr Ligue 1,31.0,1992.0,18.6,882,12,693,22,18,1,27,16,44.8,18,16,26,53,73,7,25.0,26,16
Antoine Hainaut,"DF,FW",Parma,it Serie A,22.0,25,10,1118,fr FRA,"DF,FW",it Serie A,22.0,2002.0,13.4,0,1.0,34,1118,fr FRA,"DF,FW",it Serie A,22.0,2002.0,13.4,496,6,372,7,15,0,26,14,69.2,17,13,15,41,59,12,44.4,15,14
Achraf Hakimi,DF,Paris S-G,fr Ligue 1,25.0,25,24,1120,ma MAR,DF,fr Ligue 1,25.0,1998.0,23.0,6,6.2,183,1120,ma MAR,DF,fr Ligue 1,25.0,1998.0,23.0,2140,34,1898,32,91,3,48,36,49.1,25,23,31,79,18,21,40.4,31,36
Lewis Hall,DF,Newcastle Utd,eng Premier League,19.0,27,24,1121,eng ENG,DF,eng Premier League,19.0,2004.0,24.3,4,4.3,123,1121,eng ENG,DF,eng Premier League,19.0,2004.0,24.3,1592,68,1300,27,44,18,58,41,54.1,33,15,18,76,75,7,33.3,18,41
Andreas Hanche-Olsen,DF,Mainz 05,de Bundesliga,27.0,22,12,1124,no NOR,DF,de Bundesliga,27.0,1997.0,14.3,1,0.3,34,1124,no NOR,DF,de Bundesliga,27.0,1997.0,14.3,642,15,530,3,3,0,21,13,75.0,25,7,12,33,85,0,0.0,12,13
Florent Hanin,DF,Angers,fr Ligue 1,34.0,33,31,1125,dz ALG,DF,fr Ligue 1,34.0,1990.0,29.7,2,1.9,99,1125,dz ALG,DF,fr Ligue 1,34.0,1990.0,29.7,1654,46,1282,28,48,6,69,48,54.9,31,21,47,116,99,11,47.8,47,48
Ridgeciano Haps,DF,Venezia,it Serie A,31.0,25,14,1126,sr SUR,DF,it Serie A,31.0,1993.0,15.2,1,0.7,52,1126,sr SUR,DF,it Serie A,31.0,1993.0,15.2,592,5,460,15,16,0,30,16,63.6,18,15,7,37,48,6,40.0,7,16
Taylor Harwood-Bellis,DF,Southampton,eng Premier League,22.0,34,32,1132,eng ENG,DF,eng Premier League,22.0,2002.0,31.4,0,1.0,125,1132,eng ENG,DF,eng Premier League,22.0,2002.0,31.4,2164,51,1892,11,32,0,28,20,54.3,65,22,30,58,141,0,0.0,30,20
Hans Hateboer,DF,Rennes,fr Ligue 1,30.0,26,18,1133,nl NED,DF,fr Ligue 1,30.0,1994.0,18.7,0,1.5,92,1133,nl NED,DF,fr Ligue 1,30.0,1994.0,18.7,1128,33,962,21,28,1,31,16,50.0,19,13,29,60,64,3,30.0,29,16
Ayden Heaven,DF,Manchester Utd,eng Premier League,17.0,4,2,1136,eng ENG,DF,eng Premier League,17.0,2006.0,1.9,0,0.0,7,1136,eng ENG,DF,eng Premier League,17.0,2006.0,1.9,106,1,90,3,0,0,4,3,100.0,2,0,4,8,9,2,50.0,4,3
Jan Paul van Hecke,DF,Brighton,eng Premier League,24.0,34,33,1137,nl NED,DF,eng Premier League,24.0,2000.0,32.9,1,1.5,228,1137,nl NED,DF,eng Premier League,24.0,2000.0,32.9,2286,104,2016,7,46,2,45,29,56.1,37,15,24,69,142,4,36.4,24,29
Ramon Hendriks,DF,Stuttgart,de Bundesliga,23.0,25,10,1141,nl NED,DF,de Bundesliga,23.0,2001.0,12.8,1,1.0,36,1141,nl NED,DF,de Bundesliga,23.0,2001.0,12.8,688,16,576,9,8,3,20,9,69.2,15,8,19,39,63,4,44.4,19,9
Benjamin Henrichs,DF,RB Leipzig,de Bundesliga,27.0,15,10,1143,de GER,DF,de Bundesliga,27.0,1997.0,10.4,2,1.4,29,1143,de GER,DF,de Bundesliga,27.0,1997.0,10.4,476,5,360,13,18,1,32,16,51.9,22,19,15,47,33,4,30.8,15,16
Henrique,DF,Valladolid,es La Liga,30.0,5,4,1144,br BRA,DF,es La Liga,30.0,1994.0,3.9,0,0.0,12,1144,br BRA,DF,es La Liga,30.0,1994.0,3.9,197,6,169,5,5,0,6,2,25.0,5,5,3,9,12,3,42.9,3,2
Luis Henrique,"DF,FW",Marseille,fr Ligue 1,22.0,33,29,1145,br BRA,"DF,FW",fr Ligue 1,22.0,2001.0,29.0,7,4.2,143,1145,br BRA,"DF,FW",fr Ligue 1,22.0,2001.0,29.0,1427,5,1156,31,87,6,16,9,90.0,15,13,10,26,30,38,41.8,10,9
Rico Henry,DF,Brentford,eng Premier League,27.0,5,0,1146,eng ENG,DF,eng Premier League,27.0,1997.0,1.1,0,0.0,4,1146,eng ENG,DF,eng Premier League,27.0,1997.0,1.1,49,0,33,3,2,0,2,2,0.0,4,3,1,3,2,2,66.7,1,2
Mario Hermoso,DF,Roma,it Serie A,29.0,8,2,1148,es ESP,DF,it Serie A,29.0,1995.0,2.8,0,0.0,14,1148,es ESP,DF,it Serie A,29.0,1995.0,2.8,202,4,182,4,3,0,2,1,0.0,1,0,4,6,13,1,33.3,4,1
Mario Hermoso,DF,Leverkusen,de Bundesliga,29.0,4,3,1149,es ESP,DF,de Bundesliga,29.0,1995.0,3.3,0,0.2,20,1149,es ESP,DF,de Bundesliga,29.0,1995.0,3.3,249,3,213,0,2,0,0,0,,3,2,9,9,15,2,40.0,9,0
Javi Hernández,DF,Leganés,es La Liga,26.0,31,27,1150,es ESP,DF,es La Liga,26.0,1998.0,26.5,1,1.5,80,1150,es ESP,DF,es La Liga,26.0,1998.0,26.5,1060,37,797,21,31,6,26,15,37.0,25,20,23,49,98,12,41.4,23,15
Aridane Hernández,DF,Rayo Vallecano,es La Liga,35.0,14,11,1151,es ESP,DF,es La Liga,35.0,1989.0,11.4,0,0.0,38,1151,es ESP,DF,es La Liga,35.0,1989.0,11.4,527,15,463,2,7,2,13,11,75.0,10,2,6,19,99,2,33.3,6,11
Lucas Hernández,DF,Paris S-G,fr Ligue 1,28.0,16,10,1152,fr FRA,DF,fr Ligue 1,28.0,1996.0,9.7,0,0.1,50,1152,fr FRA,DF,fr Ligue 1,28.0,1996.0,9.7,907,16,832,8,9,1,24,18,60.9,12,7,7,31,37,0,0.0,7,18
Theo Hernández,DF,Milan,it Serie A,26.0,33,30,1153,fr FRA,DF,it Serie A,26.0,1997.0,30.0,3,4.7,132,1153,fr FRA,DF,it Serie A,26.0,1997.0,30.0,1639,70,1373,37,66,22,36,28,53.8,25,15,17,53,75,23,41.8,17,28
Jorge Herrando,DF,Osasuna,es La Liga,23.0,18,15,1155,es ESP,DF,es La Liga,23.0,2001.0,15.2,0,0.0,38,1155,es ESP,DF,es La Liga,23.0,2001.0,15.2,732,22,625,5,10,0,17,11,60.0,20,6,12,29,65,0,0.0,12,11
