Player,Nation,Pos,SpecificPos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,TB,Crs,PPA,Succ,PrgC,Att_stats_possession,PrgR,SCA90,GCA90,Gls,xG,Sh,SoT,G/Sh,G/SoT,Ast_p90,xAG_p90,KP_p90,PrgP_p90,TB_p90,Crs_p90,PPA_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,PrgC_p90,Gls_p90,xG_p90,Sh_p90,SoT_p90
Badredine Bouanani,dz ALG,"MF,FW",WINGER,Nice,fr Ligue 1,19.0,26,11,1099,12.2,3,2.4,20,44,7,33,14,14,47,36,93,3.85,0.74,3,2.7,30,14,0.07,0.14,0.246,0.197,1.639,3.607,0.574,2.705,1.148,1.148,2.951,7.623,3.852,0.246,0.221,2.459,1.148
Edoardo Bove,it ITA,"MF,FW",WINGER/STRIKER,Fiorentina,it Serie A,22.0,11,10,836,9.3,2,1.5,11,37,1,2,4,7,12,16,24,3.27,0.74,1,0.6,7,2,0.14,0.5,0.215,0.161,1.183,3.978,0.108,0.215,0.43,0.753,1.72,2.581,1.29,0.108,0.065,0.753,0.215
Jarrod Bowen,eng ENG,"FW,MF",WINGER,West Ham,eng Premier League,27.0,34,34,2973,33.0,8,6.8,51,91,7,106,46,44,109,130,212,3.42,0.45,13,8.6,86,36,0.14,0.33,0.242,0.206,1.545,2.758,0.212,3.212,1.394,1.333,3.939,6.424,3.303,0.394,0.261,2.606,1.091
Iker Bravo,es ESP,"FW,MF",WINGER/STRIKER,Udinese,it Serie A,19.0,29,4,682,7.6,1,0.4,7,18,1,8,6,11,7,29,39,1.85,0.0,2,0.9,13,3,0.15,0.67,0.132,0.053,0.921,2.368,0.132,1.053,0.789,1.447,3.816,5.132,0.921,0.263,0.118,1.711,0.395
Ben Brereton,cl CHI,FW,WINGER/STRIKER,Southampton,eng Premier League,25.0,10,4,449,5.0,0,0.1,3,9,1,5,2,1,12,4,42,1.8,0.0,0,0.9,11,1,0.0,0.0,0.0,0.02,0.6,1.8,0.2,1.0,0.4,0.2,0.8,8.4,2.4,0.0,0.18,2.2,0.2
Nathan Broadhead,wls WAL,"MF,FW",WINGER,Ipswich Town,eng Premier League,26.0,18,7,702,7.8,0,0.7,7,14,3,9,6,17,20,34,33,2.82,0.26,2,1.7,13,8,0.15,0.25,0.0,0.09,0.897,1.795,0.385,1.154,0.769,2.179,4.359,4.231,2.564,0.256,0.218,1.667,1.026
David Brooks,wls WAL,"FW,MF",WINGER,Bournemouth,eng Premier League,27.0,29,9,960,10.7,0,1.9,20,35,3,52,18,11,35,34,83,4.31,0.19,2,2.5,25,12,0.08,0.17,0.0,0.178,1.869,3.271,0.28,4.86,1.682,1.028,3.178,7.757,3.271,0.187,0.234,2.336,1.121
Moritz Broschinski,de GER,"FW,MF",WINGER/STRIKER,Bochum,de Bundesliga,23.0,33,15,1390,15.4,3,1.8,13,20,0,28,8,14,37,53,130,2.33,0.26,1,4.2,38,11,0.03,0.09,0.195,0.117,0.844,1.299,0.0,1.818,0.519,0.909,3.442,8.442,2.403,0.065,0.273,2.468,0.714
Ante Budimir,hr CRO,FW,STRIKER,Osasuna,es La Liga,33.0,38,34,2952,32.8,4,1.7,16,24,1,6,7,10,23,43,134,1.4,0.43,21,18.3,91,29,0.14,0.45,0.122,0.052,0.488,0.732,0.03,0.183,0.213,0.305,1.311,4.085,0.701,0.64,0.558,2.774,0.884
Marius Bülter,de GER,"FW,DF",WINGER,Hoffenheim,de Bundesliga,31.0,25,22,1729,19.2,2,3.1,22,35,3,84,25,24,57,47,155,2.5,0.36,7,3.7,37,15,0.19,0.47,0.104,0.161,1.146,1.823,0.156,4.375,1.302,1.25,2.448,8.073,2.969,0.365,0.193,1.927,0.781
Facundo Buonanotte,ar ARG,"FW,MF",WINGER,Leicester City,eng Premier League,19.0,31,14,1523,16.9,2,3.1,24,54,7,43,13,28,39,83,74,3.01,0.3,5,3.9,36,12,0.14,0.42,0.118,0.183,1.42,3.195,0.414,2.544,0.769,1.657,4.911,4.379,2.308,0.296,0.231,2.13,0.71
Jonathan Burkardt,de GER,FW,STRIKER,Mainz 05,de Bundesliga,24.0,29,28,2109,23.4,2,3.1,20,42,2,27,16,16,32,39,157,2.31,0.34,18,14.8,70,28,0.23,0.57,0.085,0.132,0.855,1.795,0.085,1.154,0.684,0.684,1.667,6.709,1.368,0.769,0.632,2.991,1.197
Oliver Burke,sct SCO,FW,STRIKER,Werder Bremen,de Bundesliga,27.0,25,9,908,10.1,0,1.7,14,15,0,20,7,7,22,12,88,3.27,0.2,5,4.1,35,12,0.14,0.42,0.0,0.168,1.386,1.485,0.0,1.98,0.693,0.693,1.188,8.713,2.178,0.495,0.406,3.465,1.188
Wes Burns,wls WAL,"FW,DF",WINGER/STRIKER,Ipswich Town,eng Premier League,29.0,18,12,926,10.3,1,1.6,10,8,0,46,8,9,38,24,65,1.55,0.1,0,0.5,7,1,0.0,0.0,0.097,0.155,0.971,0.777,0.0,4.466,0.777,0.874,2.33,6.311,3.689,0.0,0.049,0.68,0.097
Rémy Cabella,fr FRA,"FW,MF",WINGER,Lille,fr Ligue 1,34.0,23,12,1011,11.2,2,2.3,26,77,0,60,25,19,45,38,130,5.33,0.53,1,4.0,30,7,0.03,0.14,0.179,0.205,2.321,6.875,0.0,5.357,2.232,1.696,3.393,11.607,4.018,0.089,0.357,2.679,0.625
Mathieu Cafaro,fr FRA,"MF,FW",WINGER/STRIKER,Saint-Étienne,fr Ligue 1,27.0,15,9,732,8.1,0,1.3,13,16,2,27,9,7,19,17,51,3.07,0.25,1,1.5,23,10,0.04,0.1,0.0,0.16,1.605,1.975,0.247,3.333,1.111,0.864,2.099,6.296,2.346,0.123,0.185,2.84,1.235
Dominic Calvert-Lewin,eng ENG,FW,STRIKER,Everton,eng Premier League,27.0,26,19,1609,17.9,1,0.6,7,20,0,6,5,10,23,25,112,1.46,0.22,3,6.7,50,19,0.06,0.16,0.056,0.034,0.391,1.117,0.0,0.335,0.279,0.559,1.397,6.257,1.285,0.168,0.374,2.793,1.061
Drissa Camara,ci CIV,"MF,FW",WINGER,Parma,it Serie A,22.0,21,1,447,5.0,0,0.8,5,27,2,5,5,17,18,27,35,3.01,0.4,0,1.2,15,5,0.0,0.0,0.0,0.16,1.0,5.4,0.4,1.0,1.0,3.4,5.4,7.0,3.6,0.0,0.24,3.0,1.0
Mahdi Camara,fr FRA,"MF,FW",WINGER/STRIKER,Brest,fr Ligue 1,26.0,34,31,2659,29.5,3,2.0,26,111,3,46,17,29,58,65,112,2.4,0.24,5,4.1,49,19,0.1,0.26,0.102,0.068,0.881,3.763,0.102,1.559,0.576,0.983,2.203,3.797,1.966,0.169,0.139,1.661,0.644
Nicolò Cambiaghi,it ITA,FW,WINGER,Bologna,it Serie A,23.0,18,4,620,6.9,3,1.9,12,25,0,47,11,11,45,25,63,4.36,1.16,1,0.8,14,4,0.07,0.25,0.435,0.275,1.739,3.623,0.0,6.812,1.594,1.594,3.623,9.13,6.522,0.145,0.116,2.029,0.58
Andrea Cambiaso,it ITA,"DF,FW",WINGER/STRIKER,Juventus,it Serie A,24.0,33,25,2221,24.7,3,2.6,34,111,2,66,31,27,78,50,122,3.45,0.36,2,0.7,17,6,0.12,0.33,0.121,0.105,1.377,4.494,0.081,2.672,1.255,1.093,2.024,4.939,3.158,0.081,0.028,0.688,0.243
Sergio Camello,es ESP,FW,STRIKER,Rayo Vallecano,es La Liga,23.0,23,14,1134,12.6,2,2.0,19,27,7,6,7,13,20,23,68,3.02,0.4,3,4.1,32,9,0.09,0.33,0.159,0.159,1.508,2.143,0.556,0.476,0.556,1.032,1.825,5.397,1.587,0.238,0.325,2.54,0.714
Matteo Cancellieri,it ITA,"FW,MF",WINGER/STRIKER,Parma,it Serie A,22.0,27,19,1424,15.8,0,0.7,11,24,4,21,7,28,40,70,79,1.71,0.19,3,2.7,22,7,0.14,0.43,0.0,0.044,0.696,1.519,0.253,1.329,0.443,1.772,4.43,5.0,2.532,0.19,0.171,1.392,0.443
Gianluca Caprari,it ITA,"MF,FW",WINGER/STRIKER,Monza,it Serie A,31.0,34,18,1651,18.3,2,2.4,30,81,8,80,21,10,43,40,104,3.43,0.27,3,4.2,28,9,0.04,0.11,0.109,0.131,1.639,4.426,0.437,4.372,1.148,0.546,2.186,5.683,2.35,0.164,0.23,1.53,0.492
Irvin Cardona,fr FRA,"FW,MF",WINGER/STRIKER,Espanyol,es La Liga,26.0,16,5,606,6.7,1,0.6,9,15,1,14,11,3,14,13,43,2.97,0.45,1,1.1,10,3,0.1,0.33,0.149,0.09,1.343,2.239,0.149,2.09,1.642,0.448,1.94,6.418,2.09,0.149,0.164,1.493,0.448
Irvin Cardona,fr FRA,FW,STRIKER,Saint-Étienne,fr Ligue 1,26.0,15,13,1063,11.8,3,1.4,15,32,3,31,16,6,30,22,135,2.31,0.28,5,4.5,23,10,0.22,0.5,0.254,0.119,1.271,2.712,0.254,2.627,1.356,0.508,1.864,11.441,2.542,0.424,0.381,1.949,0.847
Fabio Carvalho,pt POR,"FW,MF",STRIKER,Brentford,eng Premier League,21.0,19,3,455,5.1,1,0.7,4,17,2,10,5,2,9,14,23,1.97,0.2,2,2.5,12,5,0.17,0.4,0.196,0.137,0.784,3.333,0.392,1.961,0.98,0.392,2.745,4.51,1.765,0.392,0.49,2.353,0.98
Josué Casimir,fr FRA,"FW,MF",WINGER/STRIKER,Le Havre,fr Ligue 1,22.0,27,23,1997,22.2,4,3.4,26,41,2,85,13,22,71,48,151,2.7,0.36,4,3.3,27,9,0.15,0.44,0.18,0.153,1.171,1.847,0.09,3.829,0.586,0.991,2.162,6.802,3.198,0.18,0.149,1.216,0.405
Valentín Castellanos,ar ARG,FW,STRIKER,Lazio,it Serie A,25.0,29,28,2384,26.5,3,3.6,26,66,9,25,14,16,27,37,149,2.76,0.53,10,13.4,105,36,0.08,0.22,0.113,0.136,0.981,2.491,0.34,0.943,0.528,0.604,1.396,5.623,1.019,0.377,0.506,3.962,1.358
Santiago Castro,ar ARG,FW,STRIKER,Bologna,it Serie A,19.0,36,27,2294,25.5,4,2.9,28,39,5,8,8,18,17,43,136,2.71,0.43,8,7.7,62,20,0.13,0.4,0.157,0.114,1.098,1.529,0.196,0.314,0.314,0.706,1.686,5.333,0.667,0.314,0.302,2.431,0.784
Fares Chaïbi,dz ALG,"MF,FW",WINGER,Eint Frankfurt,de Bundesliga,21.0,26,10,1013,11.3,3,2.9,24,52,4,72,18,7,20,12,73,4.43,0.62,1,2.6,25,6,0.04,0.17,0.265,0.257,2.124,4.602,0.354,6.372,1.593,0.619,1.062,6.46,1.77,0.088,0.23,2.212,0.531
Conor Chaplin,eng ENG,"MF,FW",WINGER/STRIKER,Ipswich Town,eng Premier League,27.0,22,10,857,9.5,1,0.7,8,29,10,9,7,4,13,8,23,2.32,0.11,1,1.5,16,3,0.06,0.33,0.105,0.074,0.842,3.053,1.053,0.947,0.737,0.421,0.842,2.421,1.368,0.105,0.158,1.684,0.316
Pep Chavarría,es ESP,"DF,FW",WINGER/STRIKER,Rayo Vallecano,es La Liga,26.0,34,28,2585,28.7,1,1.9,24,114,0,79,27,10,59,32,133,2.12,0.07,0,1.2,11,3,0.0,0.0,0.035,0.066,0.836,3.972,0.0,2.753,0.941,0.348,1.115,4.634,2.056,0.0,0.042,0.383,0.105
Walid Cheddira,ma MAR,FW,WINGER/STRIKER,Espanyol,es La Liga,26.0,22,5,640,7.1,1,1.2,6,12,0,2,1,4,8,20,34,2.81,0.7,1,1.0,13,4,0.08,0.25,0.141,0.169,0.845,1.69,0.0,0.282,0.141,0.563,2.817,4.789,1.127,0.141,0.141,1.831,0.563
Rayan Cherki,fr FRA,"FW,MF",WINGER,Lyon,fr Ligue 1,20.0,30,22,2041,22.7,11,11.1,75,206,22,118,77,48,106,97,184,6.44,0.88,8,5.0,45,19,0.18,0.42,0.485,0.489,3.304,9.075,0.969,5.198,3.392,2.115,4.273,8.106,4.67,0.352,0.22,1.982,0.837
Samuel Chukwueze,ng NGA,"FW,MF",WINGER,Milan,it Serie A,25.0,26,9,925,10.3,2,3.0,27,36,4,50,21,26,48,47,116,4.77,0.19,3,2.7,32,8,0.09,0.38,0.194,0.291,2.621,3.495,0.388,4.854,2.039,2.524,4.563,11.262,4.66,0.291,0.262,3.107,0.777
Jack Clarke,eng ENG,"FW,MF",WINGER,Ipswich Town,eng Premier League,23.0,32,12,1181,13.1,4,2.3,28,44,1,13,9,25,39,50,57,3.81,0.38,0,1.2,17,2,0.0,0.0,0.305,0.176,2.137,3.359,0.076,0.992,0.687,1.908,3.817,4.351,2.977,0.0,0.092,1.298,0.153
Alexis Claude-Maurice,fr FRA,"MF,FW",WINGER,Augsburg,de Bundesliga,26.0,28,25,2109,23.4,2,1.2,21,61,3,21,21,42,59,90,102,3.29,0.26,9,4.7,59,22,0.15,0.41,0.085,0.051,0.897,2.607,0.128,0.897,0.897,1.795,3.846,4.359,2.521,0.385,0.201,2.521,0.94
Lorenzo Colombo,it ITA,"FW,MF",WINGER/STRIKER,Empoli,it Serie A,22.0,37,26,2233,24.8,2,2.9,21,48,3,10,12,24,27,50,116,2.21,0.12,6,5.9,55,18,0.09,0.28,0.081,0.117,0.847,1.935,0.121,0.403,0.484,0.968,2.016,4.677,1.089,0.242,0.238,2.218,0.726
Andrea Colpani,it ITA,"FW,MF",WINGER/STRIKER,Fiorentina,it Serie A,25.0,24,17,1432,15.9,1,1.3,17,57,2,33,15,12,37,27,129,2.7,0.31,2,2.7,35,12,0.06,0.17,0.063,0.082,1.069,3.585,0.126,2.075,0.943,0.755,1.698,8.113,2.327,0.126,0.17,2.201,0.755
Kingsley Coman,fr FRA,FW,WINGER,Bayern Munich,de Bundesliga,28.0,28,14,1282,14.2,4,3.3,32,45,0,45,28,39,66,74,215,5.68,0.77,5,4.3,44,17,0.11,0.29,0.282,0.232,2.254,3.169,0.0,3.169,1.972,2.746,5.211,15.141,4.648,0.352,0.303,3.099,1.197
Francisco Conceição,pt POR,"FW,MF",WINGER,Juventus,it Serie A,21.0,26,12,1340,14.9,3,4.3,28,35,0,62,20,35,95,79,143,4.3,0.6,3,2.3,40,13,0.08,0.23,0.201,0.289,1.879,2.349,0.0,4.161,1.342,2.349,5.302,9.597,6.376,0.201,0.154,2.685,0.872
Tomás Conechny,ar ARG,"FW,MF",WINGER/STRIKER,Alavés,es La Liga,26.0,22,9,847,9.4,0,0.3,7,23,2,31,11,6,14,13,61,1.48,0.0,1,2.4,22,10,0.05,0.1,0.0,0.032,0.745,2.447,0.213,3.298,1.17,0.638,1.383,6.489,1.489,0.106,0.255,2.34,1.064
Sirlord Conteh,de GER,"FW,MF",WINGER/STRIKER,Heidenheim,de Bundesliga,28.0,29,4,892,9.9,1,2.6,14,19,0,20,6,6,29,13,75,2.82,0.4,1,2.1,13,5,0.08,0.2,0.101,0.263,1.414,1.919,0.0,2.02,0.606,0.606,1.313,7.576,2.929,0.101,0.212,1.313,0.505
Ángel Correa,ar ARG,"FW,MF",STRIKER,Atlético Madrid,es La Liga,29.0,31,3,805,8.9,1,2.1,14,25,1,24,10,13,30,38,85,3.92,0.56,4,4.5,34,14,0.12,0.29,0.112,0.236,1.573,2.809,0.112,2.697,1.124,1.461,4.27,9.551,3.371,0.449,0.506,3.82,1.573
Joaquín Correa,ar ARG,"FW,MF",STRIKER,Inter,it Serie A,29.0,19,6,731,8.1,2,2.0,10,42,5,8,12,6,22,10,45,3.07,0.49,2,2.1,14,6,0.14,0.33,0.247,0.247,1.235,5.185,0.617,0.988,1.481,0.741,1.235,5.556,2.716,0.247,0.259,1.728,0.741
Coba da Costa,es ESP,"MF,FW",WINGER,Getafe,es La Liga,22.0,19,12,1006,11.2,1,1.4,9,16,3,41,10,19,46,56,83,3.31,0.36,1,1.1,23,8,0.04,0.13,0.089,0.125,0.804,1.429,0.268,3.661,0.893,1.696,5.0,7.411,4.107,0.089,0.098,2.054,0.714
Tanguy Coulibaly,fr FRA,"FW,MF",WINGER/STRIKER,Montpellier,fr Ligue 1,23.0,25,17,1485,16.5,0,1.3,18,20,2,21,5,29,48,54,97,2.9,0.19,3,3.5,30,13,0.1,0.23,0.0,0.079,1.091,1.212,0.121,1.273,0.303,1.758,3.273,5.879,2.909,0.182,0.212,1.818,0.788
Yan Couto,br BRA,"DF,FW",WINGER,Dortmund,de Bundesliga,22.0,21,8,895,9.9,0,0.9,12,68,0,53,26,13,46,33,83,2.92,0.2,0,0.3,6,2,0.0,0.0,0.0,0.091,1.212,6.869,0.0,5.354,2.626,1.313,3.333,8.384,4.646,0.0,0.03,0.606,0.202
Juan Cruz,es ESP,"FW,MF",WINGER,Leganés,es La Liga,24.0,34,26,2257,25.1,4,4.1,24,66,9,92,32,40,59,78,131,2.03,0.24,5,2.7,33,14,0.15,0.36,0.159,0.163,0.956,2.629,0.359,3.665,1.275,1.594,3.108,5.219,2.351,0.199,0.108,1.315,0.558
Cucho,co COL,FW,STRIKER,Betis,es La Liga,25.0,15,14,1139,12.7,1,1.5,14,34,1,12,10,17,27,26,82,3.64,0.63,5,3.8,43,11,0.12,0.45,0.079,0.118,1.102,2.677,0.079,0.945,0.787,1.339,2.047,6.457,2.126,0.394,0.299,3.386,0.866
Matheus Cunha,br BRA,"MF,FW",WINGER,Wolves,eng Premier League,25.0,33,29,2597,28.9,6,7.7,56,144,14,142,58,61,112,137,161,4.57,0.55,15,8.6,110,44,0.14,0.34,0.208,0.266,1.938,4.983,0.484,4.913,2.007,2.111,4.74,5.571,3.875,0.519,0.298,3.806,1.522
Patrick Cutrone,it ITA,FW,STRIKER,Como,it Serie A,26.0,33,23,2047,22.7,4,2.1,19,31,0,30,10,9,53,24,155,2.15,0.26,7,7.1,69,26,0.1,0.27,0.176,0.093,0.837,1.366,0.0,1.322,0.441,0.396,1.057,6.828,2.335,0.308,0.313,3.04,1.145
Tomáš Čvančara,cz CZE,FW,STRIKER,Gladbach,de Bundesliga,23.0,28,7,831,9.2,0,0.9,6,23,0,15,8,6,15,17,50,1.62,0.11,2,3.8,24,9,0.08,0.22,0.0,0.098,0.652,2.5,0.0,1.63,0.87,0.652,1.848,5.435,1.63,0.217,0.413,2.609,0.978
Patson Daka,zm ZAM,"FW,MF",WINGER/STRIKER,Leicester City,eng Premier League,25.0,23,6,736,8.2,0,0.1,1,8,2,3,1,2,11,15,36,1.23,0.12,1,1.3,15,4,0.07,0.25,0.0,0.012,0.122,0.976,0.244,0.366,0.122,0.244,1.829,4.39,1.341,0.122,0.159,1.829,0.488
Thijs Dallinga,nl NED,FW,STRIKER,Bologna,it Serie A,23.0,31,11,1154,12.8,2,0.6,12,17,0,3,4,2,9,11,84,2.11,0.39,3,4.3,31,11,0.1,0.27,0.156,0.047,0.938,1.328,0.0,0.234,0.312,0.156,0.859,6.562,0.703,0.234,0.336,2.422,0.859
Mikkel Damsgaard,dk DEN,"MF,FW",WINGER,Brentford,eng Premier League,24.0,38,34,2911,32.3,10,8.4,63,234,27,144,73,50,73,97,137,3.71,0.65,2,2.8,35,7,0.06,0.29,0.31,0.26,1.95,7.245,0.836,4.458,2.26,1.548,3.003,4.241,2.26,0.062,0.087,1.084,0.217
Arnaut Danjuma,nl NED,"FW,MF",WINGER,Girona,es La Liga,27.0,25,15,1335,14.8,0,1.7,22,41,1,76,24,24,91,67,185,2.7,0.0,2,3.6,30,14,0.07,0.14,0.0,0.115,1.486,2.77,0.068,5.135,1.622,1.622,4.527,12.5,6.149,0.135,0.243,2.027,0.946
Sergi Darder,es ESP,"MF,FW",WINGER/STRIKER,Mallorca,es La Liga,30.0,38,34,2744,30.5,6,3.7,54,142,8,163,33,34,37,74,83,3.15,0.23,2,2.1,36,9,0.06,0.22,0.197,0.121,1.77,4.656,0.262,5.344,1.082,1.115,2.426,2.721,1.213,0.066,0.069,1.18,0.295
Jonathan David,ca CAN,FW,STRIKER,Lille,fr Ligue 1,24.0,32,28,2554,28.4,5,4.4,36,65,4,4,26,20,40,42,184,2.61,0.28,16,16.2,66,28,0.15,0.36,0.176,0.155,1.268,2.289,0.141,0.141,0.915,0.704,1.479,6.479,1.408,0.563,0.57,2.324,0.986
Keinan Davis,eng ENG,FW,WINGER/STRIKER,Udinese,it Serie A,26.0,23,10,1066,11.8,1,2.1,20,22,0,3,8,17,26,35,77,2.95,0.17,2,2.9,29,11,0.07,0.18,0.085,0.178,1.695,1.864,0.0,0.254,0.678,1.441,2.966,6.525,2.203,0.169,0.246,2.458,0.932
Zuriko Davitashvili,ge GEO,"FW,MF",WINGER,Saint-Étienne,fr Ligue 1,23.0,33,32,2778,30.9,8,4.7,50,73,6,85,23,46,95,123,224,3.85,0.5,9,8.1,68,24,0.1,0.29,0.259,0.152,1.618,2.362,0.194,2.751,0.744,1.489,3.981,7.249,3.074,0.291,0.262,2.201,0.777
Kevin De Bruyne,be BEL,"MF,FW",WINGER,Manchester City,eng Premier League,33.0,28,19,1702,18.9,7,8.0,57,157,15,145,59,13,51,34,150,5.97,0.58,4,5.1,57,15,0.07,0.27,0.37,0.423,3.016,8.307,0.794,7.672,3.122,0.688,1.799,7.937,2.698,0.212,0.27,3.016,0.794
Bobby De Cordova-Reid,jm JAM,FW,WINGER/STRIKER,Leicester City,eng Premier League,31.0,23,9,744,8.3,2,1.2,6,15,0,15,5,0,14,10,48,1.57,0.36,1,0.8,7,3,0.14,0.33,0.241,0.145,0.723,1.807,0.0,1.807,0.602,0.0,1.205,5.783,1.687,0.12,0.096,0.843,0.361
Charles De Ketelaere,be BEL,"MF,FW",WINGER,Atalanta,it Serie A,23.0,36,25,2070,23.0,7,6.0,39,140,14,56,53,43,108,95,211,3.83,0.61,7,7.3,48,20,0.15,0.35,0.304,0.261,1.696,6.087,0.609,2.435,2.304,1.87,4.13,9.174,4.696,0.304,0.317,2.087,0.87
Romain Del Castillo,fr FRA,FW,WINGER,Brest,fr Ligue 1,28.0,26,14,1259,14.0,4,3.4,37,61,3,103,26,19,29,44,106,4.79,0.64,6,4.7,17,8,0.18,0.38,0.286,0.243,2.643,4.357,0.214,7.357,1.857,1.357,3.143,7.571,2.071,0.429,0.336,1.214,0.571
Liam Delap,eng ENG,FW,STRIKER,Ipswich Town,eng Premier League,21.0,37,32,2593,28.8,2,1.9,21,30,8,5,6,40,61,86,110,2.15,0.24,12,9.3,66,29,0.15,0.34,0.069,0.066,0.729,1.042,0.278,0.174,0.208,1.389,2.986,3.819,2.118,0.417,0.323,2.292,1.007
Fisayo Dele-Bashiru,ng NGA,"MF,FW",WINGER/STRIKER,Lazio,it Serie A,23.0,20,12,947,10.5,1,0.8,10,26,0,7,4,14,23,22,57,2.28,0.09,3,1.1,16,5,0.19,0.6,0.095,0.076,0.952,2.476,0.0,0.667,0.381,1.333,2.095,5.429,2.19,0.286,0.105,1.524,0.476
Andy Delort,dz ALG,FW,WINGER/STRIKER,Montpellier,fr Ligue 1,32.0,9,8,607,6.7,0,0.9,7,6,0,11,2,3,4,5,20,2.09,0.17,0,1.3,17,6,0.0,0.0,0.0,0.134,1.045,0.896,0.0,1.642,0.299,0.448,0.746,2.985,0.597,0.0,0.194,2.537,0.896
Ousmane Dembélé,fr FRA,FW,WINGER,Paris S-G,fr Ligue 1,27.0,29,20,1730,19.2,6,8.2,63,137,13,80,55,42,127,95,252,5.72,0.78,21,16.6,96,49,0.21,0.41,0.312,0.427,3.281,7.135,0.677,4.167,2.865,2.188,4.948,13.125,6.615,1.094,0.865,5.0,2.552
Ermedin Demirović,ba BIH,FW,STRIKER,Stuttgart,de Bundesliga,26.0,34,20,1855,20.6,1,1.9,18,31,3,3,10,5,20,25,115,2.28,0.34,15,14.1,64,27,0.23,0.56,0.049,0.092,0.874,1.505,0.146,0.146,0.485,0.243,1.214,5.583,0.971,0.728,0.684,3.107,1.311
Boulaye Dia,sn SEN,"MF,FW",STRIKER,Lazio,it Serie A,27.0,35,27,2177,24.2,3,4.2,26,51,7,2,7,17,23,42,114,2.27,0.33,9,7.1,39,19,0.23,0.47,0.124,0.174,1.074,2.107,0.289,0.083,0.289,0.702,1.736,4.711,0.95,0.372,0.293,1.612,0.785
Mamadou Diakhon,fr FRA,"FW,MF",WINGER,Reims,fr Ligue 1,18.0,28,5,858,9.5,1,1.1,13,17,1,33,6,25,61,61,77,3.88,0.21,2,1.0,18,8,0.11,0.25,0.105,0.116,1.368,1.789,0.105,3.474,0.632,2.632,6.421,8.105,6.421,0.211,0.105,1.895,0.842
Oumar Diakité,ci CIV,FW,WINGER/STRIKER,Reims,fr Ligue 1,20.0,26,20,1628,18.1,1,1.1,11,44,1,7,12,20,24,57,93,2.16,0.22,4,5.5,26,9,0.15,0.44,0.055,0.061,0.608,2.431,0.055,0.387,0.663,1.105,3.149,5.138,1.326,0.221,0.304,1.436,0.497
Amad Diallo,ci CIV,"MF,FW",WINGER,Manchester Utd,eng Premier League,22.0,26,20,1901,21.1,6,4.9,49,60,3,42,35,41,109,88,200,4.59,0.85,8,4.7,47,17,0.17,0.47,0.284,0.232,2.322,2.844,0.142,1.991,1.659,1.943,4.171,9.479,5.166,0.379,0.223,2.227,0.806
Assane Diao,sn SEN,"FW,MF",STRIKER,Como,it Serie A,18.0,15,14,1252,13.9,1,0.4,8,36,0,12,13,19,50,72,116,2.23,0.29,8,4.0,28,13,0.29,0.62,0.072,0.029,0.576,2.59,0.0,0.863,0.935,1.367,5.18,8.345,3.597,0.576,0.288,2.014,0.935
Habib Diarra,sn SEN,"MF,FW",WINGER/STRIKER,Strasbourg,fr Ligue 1,20.0,30,27,2352,26.1,5,4.5,27,116,6,54,27,13,61,49,114,2.18,0.31,4,3.3,25,10,0.08,0.2,0.192,0.172,1.034,4.444,0.23,2.069,1.034,0.498,1.877,4.368,2.337,0.153,0.126,0.958,0.383
Krépin Diatta,sn SEN,"DF,FW",WINGER/STRIKER,Monaco,fr Ligue 1,25.0,19,3,508,5.6,0,0.8,4,21,1,15,6,8,17,13,41,1.77,0.0,0,0.2,2,1,0.0,0.0,0.0,0.143,0.714,3.75,0.179,2.679,1.071,1.429,2.321,7.321,3.036,0.0,0.036,0.357,0.179
Brahim Díaz,ma MAR,"FW,MF",WINGER,Real Madrid,es La Liga,24.0,31,16,1385,15.4,2,3.3,23,74,8,8,19,24,39,47,110,3.64,0.78,4,5.3,28,15,0.14,0.27,0.13,0.214,1.494,4.805,0.519,0.519,1.234,1.558,3.052,7.143,2.532,0.26,0.344,1.818,0.974
Luis Díaz,co COL,FW,WINGER,Liverpool,eng Premier League,27.0,36,28,2399,26.7,5,5.0,56,110,2,32,46,53,108,116,293,4.39,0.6,13,12.0,71,30,0.18,0.43,0.187,0.187,2.097,4.12,0.075,1.199,1.723,1.985,4.345,10.974,4.045,0.487,0.449,2.659,1.124
Tyler Dibling,eng ENG,"FW,MF",WINGER,Southampton,eng Premier League,18.0,33,20,1874,20.8,0,1.5,20,64,8,28,20,45,69,110,96,2.69,0.19,2,2.5,28,9,0.07,0.22,0.0,0.072,0.962,3.077,0.385,1.346,0.962,2.163,5.288,4.615,3.317,0.096,0.12,1.346,0.433
Diego,es ESP,FW,STRIKER,Leganés,es La Liga,24.0,28,13,1195,13.3,0,0.2,6,16,0,5,3,4,9,10,49,0.9,0.08,3,3.8,29,9,0.1,0.33,0.0,0.015,0.451,1.203,0.0,0.376,0.226,0.301,0.752,3.684,0.677,0.226,0.286,2.18,0.677
Bamba Dieng,sn SEN,FW,STRIKER,Angers,fr Ligue 1,24.0,18,5,532,5.9,0,0.0,1,7,2,5,3,2,6,14,35,1.02,0.17,3,3.1,13,6,0.15,0.33,0.0,0.0,0.169,1.186,0.339,0.847,0.508,0.339,2.373,5.932,1.017,0.508,0.525,2.203,1.017
